ticket_id,user_id,created_at,hour_of_day,day_of_week,age,gender,country,city,subscription,registration_date,days_since_registration,total_likes,total_matches,messages_sent,active_days_last_week,boosts_purchased,superlikes_purchased,past_tickets_count,avg_csat_history,platform,app_version,channel,language,user_message,support_response,message_length_chars,message_length_words,sentiment_score,priority,resolution_time_minutes,escalated,csat_ticket,category
TW-F729B65E6D,U31208063,2025-09-19T20:46:26,20,Friday,29,male,RU,Самара,free,2025-07-28,53,70,5,25,2,0,0,0,,iOS,5.0.0,telegram_bot,ru,"здравствуйте, уважаемая поддержка! Возврат за годовую подписку, использовал только 2 недели. Надеюсь на скорый ответ",Добрый день! Уточните номер платежа для обработки возврата.,116,15,-0.532,high,113.4,1,2,refund
TW-D0F265E3D6,U49320128,2026-01-28T10:16:31,10,Wednesday,28,male,RU,Москва,free,2025-06-06,236,286,24,127,0,0,0,1,4.4,Android,5.1.0,telegram_bot,ru,"нужна помощь. Получил ссылку на подозрительный сайт от match, заблокируйте. Жду ответа.","Здравствуйте! Зафиксировали обращение, нарушитель получит предупреждение.",87,12,-0.975,urgent,67.4,0,5,complaint
TW-DCB6AA8FB1,U39009066,2025-02-04T20:14:31,20,Tuesday,37,male,RU,Москва,free,2025-02-01,3,5,0,6,3,0,1,2,4.3,Web,4.13.2,in_app_chat,ru,приложение зависает на экране загрузки после последнего апдейта.,"Здравствуйте! Обновите приложение до последней версии, в ней эта ошибка исправлена.",64,8,-0.672,high,86.4,1,3,bug
TW-C56C41CA56,U64174904,2025-03-29T07:50:40,7,Saturday,28,male,RU,Санкт-Петербург,free,2025-01-09,79,37,1,10,0,1,0,0,,Android,4.12.3,in_app_chat,ru,"Привет! Оплачивал через СБП,деньги ушли, в приложении ничего не изменилось. Очень прошу помочь.",Здравствуйте! Сменить способ оплаты можно через настройки магазина приложений.,95,13,-0.602,high,16.6,0,4,payment
TW-06077077AC,U24207782,2025-08-31T19:59:43,19,Sunday,29,male,RU,Екатеринбург,premium,2025-05-17,106,267,16,53,7,2,2,0,,iOS,5.0.0,app_store_review,ru,"Здравствуйте, уважаемая поддержка! Почему меня автоматически разлогинило на всех  устройствах? Заранее благодарю.","Добрый день! Для смены email потребуется верификация, детали отправили на почту.",113,12,-0.405,medium,157.0,0,5,account
TW-C0F6691F81,U55771613,2025-05-25T11:04:23,11,Sunday,28,female,RU,Омск,premium,2025-05-04,21,87,1,10,3,2,1,2,5.0,Android,4.14.0,email,ru,"Здраствуйтте, уважаемая поддержка. Уведомления приходят, но при открытии чат пустой.","Добрый день! Пришлите версию приложения и модель телефона, передадим разработчикам.",84,10,-1.0,high,71.2,0,3,bug
TW-FDE83C3EFD,U53014416,2025-11-04T20:53:40,20,Tuesday,36,male,RU,Москва,free,2025-10-17,18,117,10,50,0,0,1,1,2.8,iOS,5.0.0,email,ru,"оплата прошла дважды через СБП, один платёж верните. Надеюсь на скорый ответ","Приветствуем! Возврат возможен только через магазин приложений, отправьте запрос туда.",76,12,-0.721,medium,294.3,1,3,refund
TW-3A6FB6DFBB,U10186089,2026-01-03T20:06:24,20,Saturday,34,female,RU,Сочи,free,2025-10-06,89,85,3,13,5,0,1,0,,iOS,5.0.1,in_app_chat,ru,Здравствуйте! Черный экран вместо видео в сторис у пользователей. Без вашего ответа не разберусь.,"Приветствуем! Пришлите версию приложения и модель телефона, передадим разработчикам.",97,14,0.012,low,176.4,0,5,bug
TW-7BF94327AF,U31212112,2025-03-13T22:35:32,22,Thursday,30,male,RU,Екатеринбург,free,2024-04-20,327,227,17,17,0,0,0,0,,iOS,4.12.3,in_app_chat,ru,"Здраствуйтте, уважаемая поддержка. Скамер пытается выманить данные карты, оставляю его профиль. Очень надеюсь на решение.","Здравствуйте! Спасибо за сигнал, аккаунт нарушителя заблокирован.",121,15,-0.499,medium,90.9,0,5,complaint
TW-734C89ED7A,U33165935,2025-12-28T07:06:33,7,Sunday,31,male,RU,Сочи,free,2025-07-18,163,405,25,157,1,0,0,0,,iOS,4.15.0,in_app_chat,ru,"здравствуйте, уважаемая поддержка, удалили фото машины, хотя я на нём тоже есть. Жду ответа.",Приветствуем! Правила модерации можно посмотреть в справочном центре.,92,14,-0.024,medium,206.7,0,4,moderation
TW-6733917E86,U45458819,2025-02-20T02:44:28,2,Thursday,27,male,RU,Москва,premium,2025-02-17,3,19,2,14,3,2,0,1,3.8,Android,4.14.1,in_app_chat,ru,"хочу обратиться. Оплатил премиум, но сервис не соответствут описанию, верните деньги.","Здравствуйте! Возврат оформлен, средства вернутся в течение 7-14 дней.",85,11,-0.502,medium,123.0,0,5,refund
TW-487170AF59,U93418248,2025-04-24T23:36:14,23,Thursday,33,female,RU,Казань,free,2025-02-03,80,195,12,38,5,0,0,1,4.5,iOS,4.13.2,in_app_chat,ru,"оплатил премиум, но сервис не соответствует описанию, верните деньги. Буду благодарен за помощь.",Добрый день! Уточните номер платежа для обработки возврата.,96,13,-0.58,medium,56.2,0,3,refund
TW-EC9741165F,U55188411,2026-02-03T01:57:31,1,Tuesday,20,male,RU,Екатеринбург,premium,2024-11-14,446,413,45,173,4,2,2,1,4.4,iOS,4.12.3,in_app_chat,ru,"Прошу помочь. Платеж прошёл, чек есть, а в профиле всё ещё free-версия. Очень надеюсь на решение.","Добрый день! Проверили ваш платёж, средства поступили, подписка активирована.",97,16,0.084,medium,47.1,0,4,payment
TW-3C06282EE3,U95576535,2025-01-25T21:36:29,21,Saturday,28,male,RU,Москва,free,2024-08-25,153,257,5,25,1,0,0,0,,Android,5.0.0,in_app_chat,ru,Привет. После обновления до 4.12.1 пропали пуш-уведомления о матчах.,"Здравствуйте! Обновите приложение до последней версии, в ней эта ошибка исправлена.",68,9,-0.004,medium,43.2,0,3,bug
TW-A13DA49AC0,U45212011,2025-01-16T16:33:01,16,Thursday,19,female,RU,Челябинск,premium,2024-11-19,58,132,12,52,3,1,4,3,3.8,iOS,5.0.1,in_app_chat,ru,Добрый вечер! Почему модерация удалила фото с моим питомцем?,"Приветствуем! Верификация требует селфи с определённым жестом, инструкция в приложении.",60,9,0.284,medium,47.5,0,5,moderation
TW-2D361D5EDE,U60139361,2025-08-11T15:24:40,15,Monday,34,female,RU,Нижний Новгород,free,2024-07-02,405,359,22,67,2,0,0,3,3.8,Android,5.1.0,in_app_chat,ru,Хочу обратиться. Пользователь выманивает деньги под предлогом больного родственника. Прошу ответить как можно скорее.,"Приветствуем! Жалоба принята, проверим пользователя и примем меры в течение 24 часов.",117,14,-0.627,high,114.0,1,4,complaint
TW-E1976AB0CE,U83640454,2025-12-10T06:09:56,6,Wednesday,34,male,RU,Новосибирск,free,2025-12-04,6,16,0,11,7,2,0,2,4.9,Android,4.15.0,in_app_chat,ru,"Прошу помочь. Свайпы не раобтают, приходится тыкать на сердечко руками. Очень надеюсь на решение.","Приветствуем! Пришлите версию приложения и модель телефона, передадим разработчикам.",97,14,-0.373,low,185.4,0,5,bug
TW-5EC1D2749C,U21963228,2026-01-30T07:11:43,7,Friday,18,male,RU,Москва,free,2025-04-02,303,319,15,81,0,0,2,0,,iOS,4.13.2,in_app_chat,ru,"здравствуйте, уважаемая поддержка. Загрузил новое фото, уже 2 дня висит на проверке. Без вашего ответа не разберусь.","Добрый день! Ваша заявка в очереди, среднее время проверки до 48 часов.",116,17,-0.268,low,114.9,0,2,moderation
TW-474FB6D581,U31249972,2025-04-29T15:16:37,15,Tuesday,31,female,RU,Москва,free,2024-12-23,127,103,6,31,0,0,1,1,5.0,Android,4.12.3,email,ru,"Добрый вечер! Профиль показывает не мои данные, когда захожу через Web.","Добрый день! Попробуйте переустановить приложение, это часто решает проблему.",71,11,-0.687,high,205.4,1,2,bug
TW-FA4718DCA8,U19407748,2025-05-23T04:03:51,4,Friday,27,male,RU,Москва,free,2024-03-07,442,244,24,120,7,0,2,2,5.0,Android,5.1.0,in_app_chat,ru,"Здравствуйте, уважаемая поддержка, не проходит оплата картой ВТБ, хотя на других сервисах всё ок.","Здравствуйте! Проверили ваш платёж, средства поступили, подписка активирована.",97,14,-0.543,medium,134.9,0,4,payment
TW-4B63E93931,U61318732,2025-04-29T18:23:28,18,Tuesday,18,male,RU,Москва,free,2024-03-16,409,527,46,204,0,2,0,1,5.0,Android,4.14.1,in_app_chat,ru,"Списали 999 рублей за подписку премиум,но  она не активировалась сегодня утром.","Приветствуем! Отправили запрос на возврат двойного списания, средства вернутся в течение 5 рабочих дней.",79,11,-0.542,medium,48.5,0,4,payment
TW-1FBE808F51,U54564612,2026-02-13T11:43:39,11,Friday,30,male,RU,Пермь,free,2025-08-08,189,182,10,30,4,0,2,1,4.2,Web,5.0.0,in_app_chat,ru,"Здравствуйте. Купил 3 суперлайка, деньги ушли, а в приложении ничего не появилось. Заранее благодарю.","Приветствуем! Передали платёж на проверку, ответим в течение суток.",101,14,-0.295,high,19.9,0,4,payment
TW-6C3CBCB410,U89939832,2025-09-21T23:37:33,23,Sunday,27,male,RU,Саратов,free,2025-09-18,3,37,3,19,1,1,1,1,4.5,Android,5.0.0,telegram_bot,ru,хочу обратиться! Счётчик непрочитанных сообщений показывает неверное число. Заранее благодарю.,"Добрый день! Пришлите версию приложения и модель телефона, передадим разработчикам.",94,10,-0.263,medium,82.6,0,4,bug
TW-983DAE9FA4,U86405260,2026-02-27T07:13:12,7,Friday,38,female,RU,Красноярск,free,2025-04-21,312,519,52,77,4,0,1,2,3.8,Android,4.14.1,in_app_chat,ru,"здравствуйте. Мои истории проходят модерацию по часу  и более, почему? Жду ответа.",Добрый день! Правила модерации можно посмотреть в справочном центре.,82,12,-0.322,low,401.9,0,3,moderation
TW-0921326D16,U76171544,2025-06-16T17:23:48,17,Monday,23,female,RU,Москва,free,2024-09-13,276,279,19,51,0,0,0,1,3.8,Android,4.13.2,app_store_review,ru,"Прошу помочь, не проходит оплата картой МТС Банка, хотя на других сервисах всё ок.",Здравствуйте! Сменить способ оплаты можно через настройки магазина приложений.,82,14,-0.32,medium,101.4,0,5,payment
TW-6568540127,U97662175,2025-04-27T12:04:07,12,Sunday,24,female,RU,Новосибирск,premium,2024-06-30,301,213,19,54,5,2,1,2,4.4,Android,4.15.0,telegram_bot,ru,"Добрый вечер! Оскорбительные сообщения от юзера Алексей, нужно принять меры. Очень прошу помочь.","Приветствуем! Жалоба принята, проверим пользователя и примем меры в течение 24 часов.",96,13,-0.862,urgent,52.1,1,2,complaint
TW-FABE703D63,U44289796,2025-09-28T15:59:30,15,Sunday,38,male,RU,Ростов-на-Дону,free,2025-09-21,7,20,0,6,0,1,0,1,5.0,iOS,5.0.0,email,ru,"добрый вечре! Бусты не сработали, прошу компенсацию или возврат","Добрый день! Детский возврат оформлен, средства вернутся в течение 5 рабочих дней.",63,9,-0.881,medium,109.9,0,4,refund
TW-7D5D6F9B23,U54135341,2025-01-27T15:09:37,15,Monday,21,male,RU,Москва,premium,2025-01-04,23,82,5,31,6,1,1,2,5.0,iOS,4.14.0,in_app_chat,ru,"Добрый день, возможно ли перенести подписку с одного акаунта на другой",Добрый день! Сменить способ оплаты можно через настройки магазина приложений.,70,11,-0.209,medium,51.5,0,5,payment
TW-C355F1C123,U64183762,2025-10-01T05:34:27,5,Wednesday,24,male,RU,Екатеринбург,free,2025-07-19,74,32,3,19,0,1,0,1,4.5,iOS,4.15.0,app_store_review,ru,"Здравствуйте, уважаемая поддержка. Как вернуть деньги за неверно выбранный тариф?",Приветствуем! Возврат за использованный период подписки не предусмотрен.,81,10,-0.323,medium,791.9,0,3,refund
TW-0D2CBDC17B,U74523960,2025-12-29T07:35:52,7,Monday,24,male,RU,Москва,premium,2025-07-15,167,294,14,74,6,2,0,0,,iOS,5.1.0,in_app_chat,ru,"Привет! Скрыли мою анкету после жалобы, но я ничего не сделал.",Здравствуйте! Для ускорения модерации следуйте правилам оформления анкеты.,62,11,0.107,medium,75.2,0,5,moderation
TW-22E3949995,U91467244,2025-12-09T05:35:02,5,Tuesday,34,female,RU,Ростов-на-Дону,premium,2025-08-06,125,821,47,224,4,2,2,2,4.3,iOS,4.13.0,email,ru,Хочу обратиться. Почему цена подписки выросла в этом месяце без предупреждения?,"Приветствуем! Платёж в обработке у платёжной системы, обычно занимает до 24 часов.",79,11,-0.316,medium,66.6,1,3,payment
TW-2EE78363CB,U60817508,2025-03-21T14:13:36,14,Friday,45,male,RU,Новосибирск,free,2024-05-14,311,373,32,174,3,0,2,2,3.0,iOS,4.14.1,email,ru,"Здравствуйте, саппорт, премиум на месяц купленный час назад исчез с баланса, верните пожалуйста.","Добрый день! Отправили запрос на возврат двойного списания, средства вернутся в течение 5 рабочих дней.",96,13,-0.237,medium,364.0,0,3,payment
TW-880AC59110,U67503151,2026-02-23T07:04:39,7,Monday,30,male,RU,Москва,premium,2025-07-13,225,462,48,50,5,1,1,0,,iOS,4.15.0,in_app_chat,ru,"Здравствуйте, уважаемая поддержка. Спам-бот, рассылает одно и то же сообщение всем подряд. Срочно нужна ваша помощь.","Добрый день! Передали жалобу в отдел безопасности, при угрозе обращайтесь в полицию.",116,16,-1.0,urgent,23.1,1,2,complaint
TW-AD034E9634,U66495827,2025-03-27T11:10:37,11,Thursday,25,female,RU,Омск,free,2024-09-12,196,284,23,28,3,1,1,1,4.2,iOS,4.13.0,email,ru,"Здравствуйте, уважаемая подержка. Прилажение зависает на экране загрузки после последнего апдейта. Жду ответа.","Приветствуем! Зафиксировали баг, разработчики работают над исправлением в следующем апдейте.",110,13,0.047,medium,124.2,0,4,bug
TW-80B763FCC0,U75308811,2025-02-13T02:05:08,2,Thursday,18,female,RU,Сочи,free,2024-08-12,185,109,9,30,3,1,0,1,3.5,Android,4.12.1,in_app_chat,ru,"Здравствуйте, уважаемая поддержка. Есть ли приложение для планшета или только версия для телефона? Спасибо заранее.","Приветствуем! Спасибо за предложение, передали команде продукта.",115,15,0.239,medium,77.3,0,5,other
TW-19697456F5,U93374670,2026-02-01T17:02:00,17,Sunday,21,male,RU,Москва,free,2026-01-30,2,11,1,8,7,0,0,1,5.0,Android,5.0.0,in_app_chat,ru,"Здравствуйте. Аккаунт на проверке уже неделю, это нормальный срок? Спасибо заранее.",Добрый день! Для ускорения модерации следуйте правилам оформления анкеты.,83,11,-0.097,medium,32.8,1,3,moderation
TW-0CAB0A525B,U70593994,2025-02-19T21:05:54,21,Wednesday,31,female,RU,Волгоград,free,2024-05-05,290,126,8,20,4,1,0,0,,Android,4.15.0,in_app_chat,ru,"Хочу обратиться, не грузятся фото в ленте, просто серый экрн. Жду ответа.","Добрый день! Проблема связана с серверной частью, уже устраняем.",73,12,-0.695,medium,36.1,0,3,bug
TW-2EAEBD9C3E,U97797993,2025-05-12T02:33:28,2,Monday,33,female,RU,Москва,free,2024-11-19,174,587,11,37,2,1,1,3,2.8,Android,4.14.1,in_app_chat,ru,"Добрый день. Загрузил новое фото, уже 4 дня висит на проверке. Надеюсь на скорый ответ.","Добрый день! Верификация требует селфи с определённым жестом, инструкция в приложении.",87,15,-0.229,low,44.9,0,5,moderation
TW-DE6ADB34AC,U24370158,2026-02-05T11:54:12,11,Thursday,18,other,RU,Санкт-Петербург,free,2025-12-30,37,80,7,41,2,1,1,4,4.7,Android,4.15.0,in_app_chat,ru,"Здраствуйте, саппорт. Скамер пытается выманить данные карты, оставляю его профиль. Буду благодарен за помощь.","Добрый день! Ваша жалоба передана модераторам, ответ поступит в течение суток.",109,14,-1.0,urgent,59.3,0,5,complaint
TW-D11F57C76F,U67866588,2026-02-05T10:13:36,10,Thursday,24,male,RU,Москва,free,2025-11-17,80,105,11,73,3,2,1,1,5.0,Android,5.1.0,email,ru,"привет, оскорбляет по национальному признаку, нужна блокировка срочно. Спасибо заранее.","Здравствуйте! Жалоба принята, проверим пользователя и примем меры в течение 24 часов.",87,10,-0.976,urgent,77.9,1,3,complaint
TW-846961A0D1,U35489007,2025-11-26T07:36:34,7,Wednesday,33,male,RU,Санкт-Петербург,free,2025-05-12,198,356,14,54,2,0,0,0,,Android,5.0.0,telegram_bot,ru,"Хочу обратиться. Оплатли премиум, но сервис не соответствует описанию, верните деньги",Приветствуем! Уточните номер платежа для обработки возврата.,85,11,-0.666,medium,169.4,0,5,refund
TW-EA91E01120,U24419468,2025-05-13T04:40:12,4,Tuesday,36,other,RU,Омск,free,2025-04-08,35,118,2,12,4,2,0,1,3.5,Android,4.13.2,in_app_chat,ru,добрый вечер. Пользователь выманивает деньги под предлогом больного родственника. Буду ждать вашего решения.,"Приветствуем! Заблокировать пользователя можно через его профиль, кнопка Заблокировать.",108,13,-0.712,urgent,22.4,0,4,complaint
TW-CF46532A59,U47461392,2026-02-05T17:58:30,17,Thursday,22,male,RU,Иркутск,free,2025-05-28,253,96,12,17,3,0,0,0,,Android,5.0.0,in_app_chat,ru,"Прошу помочь. Мои истории проходят модерацию по часу и более, почему","Приветствуем! Блокировка снята, приносим извинения за неудобство.",68,11,-0.14,low,157.0,0,4,moderation
TW-BCF75D0431,U19364237,2025-10-26T20:52:39,20,Sunday,26,male,RU,Москва,free,2025-03-30,210,276,31,58,2,0,1,0,,Android,4.12.3,email,ru,"добрый вечер, фото на профиле явно не принадлежат человеку, проверьте. Прошу ответить как можно скорее","Здравствуйте! Зафиксировали обращение, нарушитель получит предупреждение.",102,15,-0.561,high,60.9,0,4,complaint
TW-9DBAE6FA50,U93854039,2025-05-05T13:52:01,13,Monday,23,male,RU,Самара,free,2025-01-10,115,126,6,9,0,0,2,2,3.1,iOS,4.14.1,in_app_chat,ru,Привет! Пачему модерация удалила фото с моим питомцем?,"Приветствуем! Фото отклонено, плохо видно лицо, загрузите более чёткое селфи.",54,8,-0.303,low,104.5,0,4,moderation
TW-D77EAC3E1B,U62771663,2025-05-27T20:54:31,20,Tuesday,36,female,RU,Нижний Новгород,premium,2024-02-23,459,1257,120,704,4,5,1,1,3.2,Android,4.14.0,in_app_chat,ru,"хочу обратиться. Профиль скрыли из поиска, хотя правила я не нарушал.","Здравствуйте! Решение модератора пересмотрено, ваш профиль восстановлен.",69,11,-0.085,high,6.0,0,5,moderation
TW-7E74FF500A,U75855577,2026-03-23T10:23:29,10,Monday,30,female,RU,Челябинск,premium,2025-10-06,168,658,59,113,0,0,2,3,4.0,iOS,4.14.0,telegram_bot,ru,есть ли приложение для планшета или только версия для телефона? Пишу уже не первый раз,"Здравствуйте! Спасибо за предложение, передали команде продукта.",86,15,0.372,medium,15.4,0,5,other
TW-7FD3C5BD8A,U12609368,2025-06-22T02:15:49,2,Sunday,28,male,RU,Москва,premium,2025-01-21,152,287,16,44,3,2,3,1,4.8,iOS,4.13.2,email,ru,"Прошу помочь, уже 3 дня анкета на модерации, почему так долго?","Здравствуйте! Блокировка снята, приносим извинения за неудобство.",62,11,-0.181,high,62.1,0,4,moderation
TW-AB1DDB26F6,U32702404,2025-12-15T12:36:02,12,Monday,21,female,RU,Челябинск,free,2025-11-08,37,30,2,10,2,0,0,1,4.6,Web,4.15.0,in_app_chat,ru,"нужна помощь. Мужчина угрожает мне в личных сообщениях, срочно нужна помощь.","Здравствуйте! Заблокировать пользователя можно через его профиль, кнопка Заблокировать.",76,11,-0.336,high,74.9,0,5,complaint
TW-82C36D5D05,U41005030,2025-07-26T13:25:29,13,Saturday,40,male,RU,Новосибирск,free,2024-10-04,295,41,2,20,3,0,1,1,4.4,iOS,4.15.0,in_app_chat,ru,"здравствуйте, саппорт. После обновления до 4.12.1 пропали пуш-уведомления о матчах. Жду ответа.","Приветствуем! Проблема связана с серверной частью, уже устраняем.",95,12,-0.551,high,59.4,1,3,bug
TW-53F7655ECD,U80849172,2025-03-28T14:03:08,14,Friday,32,male,RU,Санкт-Петербург,free,2024-07-25,246,262,32,83,5,0,0,6,3.3,Android,4.14.0,email,ru,"здравствуйте, уважаемая поддержка, забыл пароль, письмо для восстановления не приходит на почту. Надеюсь на скорый ответ","Здравствуйте! Удалённый аккаунт восстановить невозможно, данные стираются безвозвратно.",120,16,-0.428,high,25.5,1,3,account
TW-9E790DF45D,U56635314,2025-03-07T21:53:35,21,Friday,38,male,RU,Самара,free,2024-09-02,186,345,18,61,0,0,1,1,5.0,Android,5.0.0,in_app_chat,ru,"добрый день, хочу пожаловаться, человек вымогает деньги через чат. Пишу уже не первый раз.","Добрый день! Заблокировать пользователя можно через его профиль, кнопка Заблокировать.",90,14,-0.69,high,77.3,0,4,complaint
TW-35BDF99368,U53344349,2025-03-01T04:56:14,4,Saturday,32,male,RU,Уфа,premium,2025-02-09,20,54,4,4,5,4,0,0,,Android,4.14.1,telegram_bot,ru,"Хочу обратиться! Оплачивал через СБП, деньги ушли, в приложении ничего не изменилось. Пожалуйста, помогите разобраться.",Добрый день! Для применения промокода его нужно ввести до нажатия кнопки Оплатить.,119,15,-0.651,high,21.2,0,4,payment
TW-31528AE72D,U77230168,2025-01-01T04:13:44,4,Wednesday,30,male,RU,Екатеринбург,free,2024-08-27,127,85,6,39,2,1,1,2,3.6,iOS,4.14.1,email,ru,"Привет, удалили фото машины, хотя я на нём тоже есть.","Добрый день! Анкета принята на повторную модерацию, ожидайте до 24 часов.",53,10,-0.398,low,148.3,0,4,moderation
TW-44511E1D58,U47506343,2025-06-04T04:21:45,4,Wednesday,40,female,RU,Казань,premium,2025-04-27,38,57,4,12,1,1,3,1,5.0,iOS,4.12.1,in_app_chat,ru,"здравствуйте, саппорт, хочу сменить способ оплаты, но в настройках нет такой опции. Спасибо заранее.","Здравствуйте! Проверили ваш платёж, средства поступили, подписка активирована.",100,14,-0.386,high,11.7,0,3,payment
TW-0D5C2BA677,U32523640,2025-01-03T02:51:51,2,Friday,18,female,RU,Новосибирск,free,2024-09-30,95,70,3,25,0,1,0,0,,Android,5.0.0,email,ru,"Не могу войти в аккаунт, пишит что такого пользователя не сущестует. Прошу ответить как можно скорее.","Приветствуем! Для удаления аккаунта зайдите в Настройки, Профиль, Удалить аккаунт.",101,16,-0.609,medium,33.4,0,4,account
TW-FAD2ABFAE1,U77608522,2025-05-12T07:41:17,7,Monday,20,other,RU,Волгоград,free,2025-05-06,6,63,7,9,3,0,0,1,4.3,Android,4.15.0,in_app_chat,ru,добрый вечер. После обновления до 4.14.0 пропали пуш-уведомления о матчах.,"Добрый день! Очистите кеш и перезагрузите устройство, это должно помочь.",74,10,-0.193,low,163.9,0,3,bug
TW-51ACBF76BC,U67485383,2025-08-20T14:53:02,14,Wednesday,24,female,RU,Воронеж,premium,2025-08-12,8,20,1,3,4,0,3,0,,Android,4.12.3,in_app_chat,ru,"Хочу обратиться, не проходит оплата картой ВТБ, хотя на других сервисах всё ок.","Здравствуйте! Проверили ваш платёж, средства поступили, подписка активирована.",79,13,-0.055,high,22.5,0,4,payment
TW-2EC9B2B385,U72321703,2025-12-10T05:23:45,5,Wednesday,31,female,RU,Новосибирск,free,2025-12-07,3,32,2,13,1,0,0,2,5.0,Web,4.13.0,email,ru,прошу помочь! Почему отклонили мою фотографию? На ней ничего запрещённого нет. Пишу уже не первый раз.,Здравствуйте! Для ускорения модерации следуйте правилам оформления анкеты.,102,16,-0.373,urgent,66.1,0,5,moderation
TW-C97620FC84,U74806760,2025-10-22T20:06:46,20,Wednesday,24,male,RU,Москва,premium,2025-09-08,44,79,4,26,2,1,3,0,,Android,4.12.3,in_app_chat,ru,"здравствуйте. Случайно удалил профиль,можно ли его восстановить?","Приветствуем! Отправили новое письмо для восстановления пароля, проверьте папку Спам.",64,7,-0.354,high,9.2,0,3,account
TW-39AD724AA3,U45864215,2026-02-19T11:02:13,11,Thursday,23,female,RU,Новосибирск,premium,2025-07-27,207,580,75,429,5,1,2,0,,iOS,4.12.3,telegram_bot,ru,"Привет! Приложение вылетает при открытии чата сегодня утром, на телефоне. Очень прошу помочь.","Здравствуйте! Попробуйте переустановить приложение, это часто решает проблему.",93,13,-0.917,medium,163.1,0,3,bug
TW-D65AB265F6,U57715978,2025-03-31T19:26:14,19,Monday,23,male,RU,Санкт-Петербург,free,2025-02-01,58,245,17,61,1,0,1,4,4.1,iOS,4.13.2,in_app_chat,ru,"Матчи пропадают из списка сами по себе через пару часов. Пожалуйста, помогите разобраться.","Приветствуем! Зафиксировали баг, разработчики работают над исправлением в следующем апдейте.",90,13,-0.48,low,228.3,0,4,bug
TW-0F33FE02E2,U23078049,2025-12-29T08:44:21,8,Monday,23,other,RU,Новосибирск,free,2025-08-15,136,17,2,5,7,0,0,0,,iOS,4.14.0,in_app_chat,ru,"Не могу продлить подписку, кнопачка оплаты не рабоает. Пожалуйста, помогите разобраться.","Здравствуйте! Проблема на стороне банка, рекомендуем попробовать другую карту.",88,11,-0.397,medium,23.6,0,3,payment
TW-3DCC309D1A,U43400866,2025-09-24T17:50:35,17,Wednesday,36,female,RU,Иркутск,premium,2025-07-15,71,386,33,50,6,2,2,0,,Web,4.15.0,email,ru,"фото на профиле явно не принадлежат человеку, проверьте. Срочно нужна ваша помощь.","Приветствуем! Ваша жалоба передана модераторам, ответ поступит в течение суток.",82,12,-0.416,medium,132.2,0,4,complaint
TW-80A4EFAFBC,U89376974,2025-04-14T16:15:51,16,Monday,27,female,RU,Санкт-Петербург,premium,2024-05-02,347,380,31,124,3,2,1,1,4.5,iOS,4.15.0,email,ru,Хочу обратиться. Общая благодарность команде за хорошее приложение.,"Здравствуйте! Переслали ваш вопрос профильному специалисту, ответим дополнительно.",67,8,0.099,medium,37.8,0,4,other
TW-489C506037,U86742455,2025-05-04T23:42:23,23,Sunday,18,male,RU,Москва,free,2025-01-23,101,96,10,28,2,1,1,1,3.1,iOS,5.1.0,in_app_chat,ru,"привет! Промокод TWINBY20 не применяется при покупке, что делать? Очень прошу помочь.","Добрый день! Передали платёж на проверку, ответим в течение суток.",85,12,-0.596,medium,64.4,0,5,payment
TW-08E176813D,U40944434,2025-08-16T13:59:20,13,Saturday,25,male,RU,Саратов,free,2025-05-26,82,24,0,9,0,0,0,1,2.2,Android,4.12.3,in_app_chat,ru,"Добрый день! Не получается подтвердить email, ссылка в письме недействительна. Буду ждать вашего решения.","Добрый день! Отправили новое письмо для восстановления пароля, проверьте папку Спам.",105,14,0.09,high,9.2,0,5,account
TW-AD22533EA1,U17847109,2025-05-05T17:18:10,17,Monday,19,female,RU,Нижний Новгород,free,2025-05-03,2,12,0,13,0,1,0,1,5.0,iOS,4.15.0,in_app_chat,ru,"Добрый день. Купил премиум на месяц, деньги ушли, а в приложении ничего не появилось. Очень прошу помочь.","Приветствуем! Отправили запрос на возврат двойного списания, средства вернутся в течение 5 рабочих дней.",105,17,-0.735,medium,83.3,0,5,payment
TW-37B58F680C,U80005396,2026-03-16T18:01:40,18,Monday,18,female,RU,Самара,free,2026-03-13,3,17,2,12,5,0,0,1,3.7,Android,5.0.1,in_app_chat,ru,"Здравствуйте, уже 2 дня анкета на модерации, почему так долго? Пожалуйста, помогите разобраться.","Здравствуйте! Анкета принята на повторную модерацию, ожидайте до 24 часов.",96,13,0.038,medium,105.9,0,3,moderation
TW-DA70EBD95B,U78168156,2026-01-16T10:35:51,10,Friday,23,other,RU,Ростов-на-Дону,free,2025-05-17,244,147,5,24,0,1,0,2,5.0,iOS,4.12.1,in_app_chat,ru,"здравствуйте уважаемая поддержка, оттклонили фото в спортзале, хотя оно приличное. Пишу уже не первый раз.","Здравствуйте! Верификация требует селфи с определённым жестом, инструкция в приложении.",106,15,-0.078,medium,21.2,0,4,moderation
TW-76F0C3907E,U61958065,2026-03-09T13:12:59,13,Monday,21,female,RU,Москва,premium,2025-04-25,318,649,44,154,0,2,1,0,,iOS,4.13.0,in_app_chat,ru,"Добрый день! Не могу продлить подписку, кнопка оплаты не работает. Надеюсь на скорый ответ.","Здравствуйте! Проверили ваш платёж, средства поступили, подписка активирована.",91,14,-0.558,medium,12.9,0,3,payment
